objectid,行政區,地標類型,地標名稱,地址,電話,網址,twd97_x,twd97_y,更新日期
507,瑞芳區,消防機關,第六救災救護大隊九份分隊,新北市瑞芳區永慶里9鄰崙頂路1-5號,02-24061500,,335402.45000000,2777802.05000000,2024-12-26 09:28:17.233000
508,瑞芳區,消防機關,第六救災救護大隊瑞芳分隊,新北市瑞芳區龍興里8鄰中正路30號,02-24971600,,331448.85000000,2777907.80000000,2024-12-26 09:28:17.233000
509,瑞芳區,消防機關,第六救災救護大隊瑞亭分隊,新北市瑞芳區吉安里15鄰大埔路172號,02-24578174,,326873.33000000,2777323.68000000,2024-12-26 09:28:17.233000
510,萬里區,消防機關,第六救災救護大隊萬里分隊,新北市萬里區萬里里5鄰瑪鋉路223號,02-24922739,,319490.12000000,2785892.74000000,2024-12-26 09:28:17.233000
511,樹林區,消防機關,第五救災救護大隊柑園分隊,新北市樹林區東園里13鄰柑園街一段60號,02-26802134,,290686.17000000,2761457.75000000,2024-12-26 09:28:17.233000
512,樹林區,消防機關,第五救災救護大隊樹林中隊,新北市樹林區彭興里41鄰環漢路五段50號4樓,02-86859790,,292572.92000000,2763024.09000000,2024-12-26 09:28:17.233000
513,樹林區,消防機關,第五救災救護大隊樹林分隊,新北市樹林區彭興里41鄰環漢路五段50號,02-86859790,,292572.82000000,2763023.58000000,2024-12-26 09:28:17.233000
514,樹林區,消防機關,第五救災救護大隊樹潭分隊,新北市樹林區圳民里16鄰俊保路160號,02-26822119,,292517.11000000,2766681.22000000,2024-12-26 09:28:17.233000
515,雙溪區,消防機關,第六救災救護大隊雙溪分隊,新北市雙溪區共和里13鄰中山路45號,02-24931314,,337450.68000000,2769593.95000000,2024-12-26 09:28:17.233000
516,蘆洲區,消防機關,第三救災救護大隊成功分隊,新北市蘆洲區得仁里15鄰中山一路415號,02-22821119,,297309.42000000,2774360.39000000,2024-12-26 09:28:17.233000
517,蘆洲區,消防機關,第三救災救護大隊蘆洲分隊,新北市蘆洲區正義里4鄰長榮路792號,02-22858100,,296536.32000000,2776156.94000000,2024-12-26 09:28:17.233000
518,蘆洲區,消防機關,新北市政府消防局第三救災救護大隊部,新北市蘆洲區正義里4鄰長榮路792號6樓,02-82859119,,296538.24000000,2776158.96000000,2024-12-26 09:28:17.233000
519,鶯歌區,消防機關,第五救災救護大隊鶯歌分隊,新北市鶯歌區永昌里13鄰建國路420號,02-26792082,,284619.23000000,2760492.24000000,2024-12-26 09:28:17.233000
520,鶯歌區,消防機關,新北市政府消防局鳳鳴分隊,新北市鶯歌區鳳鳴里12鄰鳳鳴路162號,02-86774275,,283803.56000000,2762194.16000000,2024-12-26 09:28:17.233000
521,三芝區,海嘯避難大樓,三芝區中山立體停車場（可容納200人）,三芝區中山路一段6號,,,300394.00000000,2794541.00000000,2024-12-26 09:28:17.233000
522,三芝區,海嘯避難大樓,三芝區公有市場（可容納180人）,三芝區民生街31號,,,300744.00000000,2794284.00000000,2024-12-26 09:28:17.233000
523,三芝區,海嘯避難大樓,三芝區公所（可容納160人）,三芝區中山路一段32號,,,300446.00000000,2794423.00000000,2024-12-26 09:28:17.233000
524,三芝區,海嘯避難大樓,三芝區農會（可容納150人）,三芝區中山路一段6號,,,300453.00000000,2794504.00000000,2024-12-26 09:28:17.233000
525,三芝區,海嘯避難大樓,三芝國小（可容納1280人）,三芝區育英街22號,,,300515.00000000,2794432.00000000,2024-12-26 09:28:17.233000
526,三芝區,海嘯避難大樓,三芝國中（可容納500人）,三芝區淡金路一段38號,,,300550.00000000,2794565.00000000,2024-12-26 09:28:17.233000
527,石門區,海嘯避難大樓,石門區公所（可容納424人）,石門區尖鹿里中山路66號,,,307154.00000000,2798159.00000000,2024-12-26 09:28:17.233000
528,石門區,海嘯避難大樓,石門區衛生所（可容納50人）,石門區中山路28-1號,,,307001.00000000,2798042.00000000,2024-12-26 09:28:17.233000
529,石門區,海嘯避難大樓,石門區體育館（可容納595人）,石門區石門里中央路1-9號,,,306650.00000000,2798153.00000000,2024-12-26 09:28:17.233000
530,石門區,海嘯避難大樓,石門國小（可容納1425人）,石門區尖鹿里中央路9號,,,307128.00000000,2798231.00000000,2024-12-26 09:28:17.233000
531,石門區,海嘯避難大樓,凌虛宮（可容納100人）,石門區老梅里公地44號,,,304928.00000000,2797990.00000000,2024-12-26 09:28:17.233000
532,金山區,海嘯避難大樓,金山高中（可容納1104人）,金山區美田里文化二路2號,,,314192.00000000,2790767.00000000,2024-12-26 09:28:17.233000
533,金山區,海嘯避難大樓,金山國小（可容納475人）,金山區美田里中山路234號,,,314135.00000000,2790614.00000000,2024-12-26 09:28:17.233000
534,金山區,海嘯避難大樓,金美國小（可容納428人）,金山區美田里忠孝一路111號,,,314153.00000000,2790402.00000000,2024-12-26 09:28:17.233000
535,貢寮區,海嘯避難大樓,仁和宮（可容納110人）,貢寮區人里里仁和路9號,,,343126.00000000,2771822.00000000,2024-12-26 09:28:17.233000
536,貢寮區,海嘯避難大樓,貢寮市民活動中心（可容納200人）,貢寮區貢寮里長泰路18-2號,,,341589.00000000,2768357.00000000,2024-12-26 09:28:17.233000
537,貢寮區,海嘯避難大樓,貢寮區公所,貢寮區長泰路20號,,,341479.00000000,2768383.00000000,2024-12-26 09:28:17.233000
538,貢寮區,海嘯避難大樓,貢寮國小（可容納100人）,貢寮區雙玉里學苑街7號,,,342337.00000000,2768493.00000000,2024-12-26 09:28:17.233000
539,貢寮區,海嘯避難大樓,貢寮國中（可容納80人）,貢寮區龍崗里嵩陽街42號,,,341627.00000000,2767919.00000000,2024-12-26 09:28:17.233000
540,貢寮區,海嘯避難大樓,慶安宮（可容納90人）,貢寮區真理里延平街13號,,,343223.00000000,2772174.00000000,2024-12-26 09:28:17.233000
541,貢寮區,海嘯避難大樓,澳底國小（可容納85人）,貢寮區真理里延平街10號,,,343289.00000000,2772177.00000000,2024-12-26 09:28:17.233000
542,貢寮區,海嘯避難大樓,澳底圖書館（可容納168人）,貢寮區真理里仁愛路79號,,,343504.00000000,2772162.00000000,2024-12-26 09:28:17.233000
543,瑞芳區,海嘯避難大樓,瑞芳區公所（可容納115人）,瑞芳區逢甲路82號,,,331675.00000000,2778067.00000000,2024-12-26 09:28:17.233000
544,萬里區,海嘯避難大樓,萬里國小（可容納482人）,萬里區瑪鋉路18號,,,319362.00000000,2785461.00000000,2024-12-26 09:28:17.233000
545,三芝區,海嘯避難高地,玉仙宮前廣場,三芝區後厝里番子崙12-5號,,,299225.00000000,2792162.00000000,2024-12-26 09:28:17.233000
546,三芝區,海嘯避難高地,淺水灣山莊,三芝區後厝里海景四街9號,,,297673.00000000,2793251.00000000,2024-12-26 09:28:17.233000
547,石門區,海嘯避難高地,石門風力發電站,石門區尖鹿里尖子鹿111號,,,308594.00000000,2798331.00000000,2024-12-26 09:28:17.233000
548,石門區,海嘯避難高地,金剛宮,石門區富基里4鄰崁子腳41-3號,,,303705.00000000,2797677.00000000,2024-12-26 09:28:17.233000
549,石門區,海嘯避難高地,乾華十八王公廟,石門區茂林里坪林52號,,,309892.00000000,2796061.00000000,2024-12-26 09:28:17.233000
550,石門區,海嘯避難高地,乾華國小草里分校,石門區草里里阿里荖47-2號,,,311047.00000000,2796870.00000000,2024-12-26 09:28:17.233000
551,石門區,海嘯避難高地,富基市民活動中心,石門區富基里楓林37-6號,,,304428.00000000,2797889.00000000,2024-12-26 09:28:17.233000
552,石門區,海嘯避難高地,富貴角公園,石門區空軍第六雷達中隊旁,,,304160.00000000,2798706.00000000,2024-12-26 09:28:17.233000
553,石門區,海嘯避難高地,聖明宮,石門區山溪里大溪墘9之3號,,,305680.00000000,2796305.00000000,2024-12-26 09:28:17.233000
554,金山區,海嘯避難高地,公館崙公園,金山區五湖里龜子山路,,,313906.00000000,2789587.00000000,2024-12-26 09:28:17.233000
555,金山區,海嘯避難高地,天罡佛堂,金山區永興里忠義路21號,,,313140.00000000,2794822.00000000,2024-12-26 09:28:17.233000
556,金山區,海嘯避難高地,伍天宮,金山區永興里14鄰濆水34號,,,312746.00000000,2795456.00000000,2024-12-26 09:28:17.233000
557,金山區,海嘯避難高地,法鼓山世界佛教教育園區,金山區三界里法鼓路555號,,,311975.00000000,2792455.00000000,2024-12-26 09:28:17.233000
558,金山區,海嘯避難高地,金山天龍宮,金山區萬壽里海興路43-1號,,,313284.00000000,2792401.00000000,2024-12-26 09:28:17.233000
559,金山區,海嘯避難高地,金山青年活動中心,金山區磺港里青年路1號,,,314711.00000000,2790914.00000000,2024-12-26 09:28:17.233000
560,金山區,海嘯避難高地,獅頭山公園,金山區磺港里溫泉路,,,315466.00000000,2791200.00000000,2024-12-26 09:28:17.233000
561,貢寮區,海嘯避難高地,佛祖廟(西側高地),貢寮區和美里龍洞街1-9號,,,342379.00000000,2778360.00000000,2024-12-26 09:28:17.233000
562,貢寮區,海嘯避難高地,佛祖廟(西靈岩寺),貢寮區和美里和美街49號,,,342905.00000000,2777719.00000000,2024-12-26 09:28:17.233000
563,貢寮區,海嘯避難高地,虎子山高地,貢寮區福隆里虎子山街13號,,,344844.00000000,2767780.00000000,2024-12-26 09:28:17.233000
564,貢寮區,海嘯避難高地,福安廟,貢寮區美豐里雞母嶺街7號,,,341001.00000000,2773199.00000000,2024-12-26 09:28:17.233000
565,貢寮區,海嘯避難高地,靈鷲山無生道場,貢寮區福連里香蘭街7-1號,,,348303.00000000,2767914.00000000,2024-12-26 09:28:17.233000
566,瑞芳區,海嘯避難高地,水湳洞遊客中心,瑞芳區洞頂路155-8號,,,336879.00000000,2779556.00000000,2024-12-26 09:28:17.233000
567,瑞芳區,海嘯避難高地,台電新邨中正堂,瑞芳區台電新邨206號,,,331857.00000000,2780185.00000000,2024-12-26 09:28:17.233000
568,瑞芳區,海嘯避難高地,威遠廟,瑞芳區明里路7-1號,,,337529.00000000,2779387.00000000,2024-12-26 09:28:17.233000
569,瑞芳區,海嘯避難高地,瑞芳國小,瑞芳區中山路2號,,,331159.00000000,2777959.00000000,2024-12-26 09:28:17.233000
570,瑞芳區,海嘯避難高地,鼻頭國小,瑞芳區鼻頭路99號,,,342697.00000000,2779524.00000000,2024-12-26 09:28:17.233000
571,瑞芳區,海嘯避難高地,濂洞國小,瑞芳區洞頂路101巷80號,,,336773.00000000,2779542.00000000,2024-12-26 09:28:17.233000
572,萬里區,海嘯避難高地,中華商業海事職業學校,萬里區萬里里瑪鋉路15號,,,319112.00000000,2785625.00000000,2024-12-26 09:28:17.233000
573,萬里區,海嘯避難高地,仁愛之家,萬里區龜吼里玉田路61號,,,318979.00000000,2787847.00000000,2024-12-26 09:28:17.233000
574,萬里區,海嘯避難高地,基督教芥菜種營地,萬里區龜吼里玉田路25號,,,318520.00000000,2787177.00000000,2024-12-26 09:28:17.233000
575,萬里區,海嘯避難高地,獅頭路馬鋉公園,萬里區中萬里加投馬鋉港口小段269-20地號,,,319685.00000000,2785483.00000000,2024-12-26 09:28:17.233000
576,萬里區,海嘯避難高地,磺潭社區親水公園,萬里區磺潭里員潭路,,,315192.00000000,2787991.00000000,2024-12-26 09:28:17.233000
577,萬里區,海嘯避難高地,鎮北宮,萬里區龜吼里玉田路4-2號,,,318536.00000000,2786338.00000000,2024-12-26 09:28:17.233000
578,八里區,高中職,私立聖心女中,新北市八里區龍源里30鄰龍米路一段263號,02-26182287,,295329.34000000,2780785.86000000,2024-12-26 09:28:17.233000
579,三重區,高中職,市立三重商工,新北市三重區培德里19鄰中正北路163號,02-29715606,,298431.77000000,2773578.08000000,2024-12-26 09:28:17.233000
580,三重區,高中職,市立新北高中,新北市三重區富貴里32鄰三信路1號,02-28577326,,299407.30000000,2775543.30000000,2024-12-26 09:28:17.233000
581,三重區,高中職,私立東海高中,新北市三重區二重里3鄰忠孝路三段93巷12號,02-29713213,,298307.90000000,2773041.48000000,2024-12-26 09:28:17.233000
582,三重區,高中職,私立金陵女中,新北市三重區中興里20鄰重新路五段656號,02-29956776,,297062.81000000,2770566.85000000,2024-12-26 09:28:17.233000
583,三重區,高中職,私立格致高中,新北市三重區永德里1鄰大智街260號,02-29883488,,299302.75000000,2774044.21000000,2024-12-26 09:28:17.233000
584,三重區,高中職,私立清傳高商,新北市三重區谷王里8鄰五谷王北街141巷1號,02-29955535,,298114.78000000,2771626.11000000,2024-12-26 09:28:17.233000
585,三重區,高中職,私立穀保家商,新北市三重區大有里14鄰中正北路560巷38號,02-29712343,,297530.76000000,2773582.63000000,2024-12-26 09:28:17.233000
586,三峽區,高中職,私立辭修高中,新北市三峽區溪東里11鄰溪東路251號,02-26710454,,291355.43000000,2758328.63000000,2024-12-26 09:28:17.233000
587,土城區,高中職,市立新北高工,新北市土城區學府里9鄰學府路一段241號,02-22612483,,295468.07000000,2764003.36000000,2024-12-26 09:28:17.233000
588,中和區,高中職,市立中和高中,新北市中和區嘉慶里14鄰連城路460號,02-22227146,,298286.77000000,2765196.08000000,2024-12-26 09:28:17.233000
589,永和區,高中職,私立莊敬高職永和分校,新北市永和區復興里11鄰博愛街36號,,,302410.84000000,2767625.10000000,2024-12-26 09:28:17.233000
590,永和區,高中職,私立復興商工,新北市永和區得和里1鄰秀朗路一段201號,02-29262121,,302346.33000000,2766264.53000000,2024-12-26 09:28:17.233000
591,永和區,高中職,私立智光商工,新北市永和區智光里24鄰中正路100號,02-29432491,,301913.57000000,2765397.69000000,2024-12-26 09:28:17.233000
592,汐止區,高中職,市立秀峰高中,新北市汐止區秀峰里23鄰忠孝東路201號,02-26412134,,316594.46000000,2773210.44000000,2024-12-26 09:28:17.233000
593,汐止區,高中職,私立崇義高中,新北市汐止區長安里4鄰大同路三段68號,02-86482078,,317506.49000000,2774465.64000000,2024-12-26 09:28:17.233000
594,林口區,高中職,市立林口高中,新北市林口區東勢里1鄰仁愛路二段173號,02-26009482,,288435.71000000,2773987.18000000,2024-12-26 09:28:17.233000
595,林口區,高中職,私立醒吾高中,新北市林口區東林里18鄰粉寮路一段75巷80號,02-26012644,,289923.98000000,2774649.36000000,2024-12-26 09:28:17.233000
596,板橋區,高中職,市立板橋高中,新北市板橋區黃石里10鄰文化路一段25號,02-29602500,,296337.63000000,2767150.28000000,2024-12-26 09:28:17.233000
597,板橋區,高中職,私立光仁高中,新北市板橋區光仁里15鄰中山路二段255巷18號,02-29615161,,298130.96000000,2767870.80000000,2024-12-26 09:28:17.233000
598,板橋區,高中職,私立光華商職,新北市板橋區華興里17鄰南雅南路二段1號,02-89522255,,295888.69000000,2766203.76000000,2024-12-26 09:28:17.233000
599,板橋區,高中職,私立豫章工商,新北市板橋區仁愛里19鄰四川路一段391號,02-29519810,,296259.37000000,2765552.30000000,2024-12-26 09:28:17.233000
600,泰山區,高中職,市立泰山高中,新北市泰山區同榮里8鄰辭修路7號,02-22963625,,293370.90000000,2772239.45000000,2024-12-26 09:28:17.233000
601,淡水區,高中職,市立淡水商工,新北市淡水區埤島里13鄰商工路307號,02-26203930,,295759.77000000,2786541.08000000,2024-12-26 09:28:17.233000
602,新店區,高中職,市立安康高中,新北市新店區柴埕里30鄰安興路25號,02-22111743,,301991.53000000,2762422.47000000,2024-12-26 09:28:17.233000
603,新店區,高中職,市立新店高中,新北市新店區福民里22鄰中央路93號,02-22193700,,303692.04000000,2763182.33000000,2024-12-26 09:28:17.233000
604,新店區,高中職,私立及人高中,新北市新店區柴埕里30鄰安興路1號,02-22112581,,301986.57000000,2762142.19000000,2024-12-26 09:28:17.233000
